PMID,ISSN,JournalTitle,ISOAbbreviation,ArticleTitle,Authors,Year,Month,Day
12188,NA,Journal of chromatography,J Chromatogr,Use of acetonitrile for the extraction of herbicide residues from soils.,"Smith, A E, AE",1976,Dec,22
12189,NA,Journal of chromatography,J Chromatogr,High-pressure liquid chromatography of cannabis. Quantitative analysis of acidic and neutral cannabinoids.,"Smith, R N, RN; Vaughan, C G, CG",1976,Dec,22
12190,NA,Journal of chromatography,J Chromatogr,"Residual anionic properties of a covalently substituted controlled-pore glass, glyceryl-CPG.","Crone, H D, HD; Dawson, R M, RM",1976,Dec,22
12191,0021-972X,The Journal of clinical endocrinology and metabolism,J Clin Endocrinol Metab,Inhibition of human plasma renin activity by pepstatin.,"Guyene, T T, TT; Devaux, C, C; Menard, J, J; Corvol, P, P",1976,Dec,NA
12192,0095-1544,Journal of cyclic nucleotide research,J Cyclic Nucleotide Res,Adaptive responses of brain cyclic AMP-generating systems to alterations in synaptic input.,"Dismukes, R K, RK; Daly, J W, JW",NA,NA,NA
12193,0095-1544,Journal of cyclic nucleotide research,J Cyclic Nucleotide Res,"Inhibition of mammalian soluble guanylate cyclase activity by adenosine 5'-tetraphosphate, guanosine 5'-tetraphosphate and other nucleotides.","Ignarro, L J, LJ; Gross, R A, RA; Gross, D M, DM",NA,NA,NA
12194,0095-1544,Journal of cyclic nucleotide research,J Cyclic Nucleotide Res,Enhancement of methacholine-stimulated guanosine 3':5'-cyclic monophosphate formation in supersensitive guinea pig vasa deferentia.,"Hsu, C, C; Leighton, H J, HJ; Westfall, T C, TC; Brooker, G, G",NA,NA,NA
12195,0022-0345,Journal of dental research,J Dent Res,Enhancement of the antiplaque value of antibacterial agents through enamel-conditioning methods: II. Acquisition of antiplaque properties by treated enamel.,"Katz, S, S; Park, K C, KC",NA,NA,NA
12196,0022-0345,Journal of dental research,J Dent Res,A study of the pigment produced by Bacteroides melaninogenicus.,"Reid, J S, JS; Beeley, J A, JA; MacFarlane, T W, TW",NA,NA,NA
12197,0022-0345,Journal of dental research,J Dent Res,"Lactate formation at various ph levels by the wild strain of Streptococcus mutans Pk 1, its variant, and S sanguis.","Futakami, K, K; Sato, S, S; Iwami, Y, Y",NA,NA,NA
12198,0022-0345,Journal of dental research,J Dent Res,Differences in the pH activity profile of human and monkey salivary lysozyme.,"Polyzois, S, S; Baum, B J, BJ; Bowen, W H, WH; Longton, R W, RW",NA,NA,NA
12199,0021-8561,Journal of agricultural and food chemistry,J Agric Food Chem,"Effect of heat, amylase, and disulfide bond cleavage on the in vitro digestibility of soybean proteins.","Boonvisut, S, S; Whitaker, J R, JR",NA,NA,NA
12200,0021-8561,Journal of agricultural and food chemistry,J Agric Food Chem,A simple method for determination of tryptophan in food samples.,"Oste, R, R; Nair, B M, BM; Dahlqvist, A, A",NA,NA,NA
12203,0002-7863,Journal of the American Chemical Society,J Am Chem Soc,13C NMR studies of ferrous citrates in acidic and alkaline solutions. Implications concerning the active site of aconitase.,"Strouse, J, J",1977,Jan,19
12201,0021-8561,Journal of agricultural and food chemistry,J Agric Food Chem,Coumestrol content of fractions obtained during wet processing of alfalfa.,"Knuckles, B E, BE; deFremery, D, D; Kohler, G O, GO",NA,NA,NA
12204,0002-8614,Journal of the American Geriatrics Society,J Am Geriatr Soc,The systemic use of procaine in the treatment of the elderly: a review.,"Ostfeld, A, A; Smith, C M, CM; Stotsky, B A, BA",1977,Jan,NA
12202,0021-8561,Journal of agricultural and food chemistry,J Agric Food Chem,Bioorganotin chemistry. Metabolism of organotin compounds in microsomal monooxygenase systems and in mammals.,"Kimmel, E C, EC; Fish, R H, RH; Casida, J E, JE",NA,NA,NA
12205,0368-2315,"Journal de gynecologie, obstetrique et biologie de la reproduction",J Gynecol Obstet Biol Reprod (Paris),[Diagnosis of fetal distress during labor with the aid of the Hammacher cardio-tocographic score and fetal pH determination].,"Boog, G, G; Lopes, P, P; Tourne, C E, CE; Schumacher, J C, JC; Gandar, R, R",1976,NA,NA
12206,0368-2315,"Journal de gynecologie, obstetrique et biologie de la reproduction",J Gynecol Obstet Biol Reprod (Paris),"[The risk of cardiac arrest during laparoscopy. A study of 50,000 laparoscopies and animal experimentation].","Cognat, M, M; Gerald, D, D; Vignaud, A, A",1976,NA,NA
12233,0022-1910,Journal of insect physiology,J Insect Physiol,Rôle of male accessory gland substance in the regulation of blood intake by mosquitoes.,"Adlakha, V, V; Pillai, M K, MK",1976,NA,NA
12234,0022-202X,The Journal of investigative dermatology,J Invest Dermatol,Human epidermal transglutaminase. II. Immunologic properties.,"Ogawa, H, H; Goldsmith, L A, LA",1977,Jan,NA
12235,0022-1899,The Journal of infectious diseases,J Infect Dis,Interactions between viruses and bacteria in patients with chronic bronchitis.,"Smith, C B, CB; Golden, C, C; Klauber, M R, MR; Kanner, R, R; Renzetti, A, A",1976,Dec,NA
12236,0022-1899,The Journal of infectious diseases,J Infect Dis,Experimental otitis media due to Streptococcus pneumoniae: immunopathogenic response in the chinchilla.,"Giebink, G S, GS; Payne, E E, EE; Mills, E L, EL; Juhn, S K, SK; Quie, P G, PG",1976,Dec,NA
12237,0022-1899,The Journal of infectious diseases,J Infect Dis,Algorithms in the diagnosis and management of exotic diseases. XVII. Amebiasis.,"Mahmoud, A A, AA; Warren, K S, KS",1976,Dec,NA
12238,0021-5384,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,Nihon Naika Gakkai Zasshi,[Plasma cyclic AMP level and cAMP phosphodiesterase activity in Takayasu's disease (author's transl)].,"Nlmano, F, F; Kochi, K, K; Arita, M, M; Tamaki, H, H; Numano, F, F",1976,Oct,NA
12239,0022-2143,The Journal of laboratory and clinical medicine,J Lab Clin Med,Inhibition of vitamin B12 binding to transcobalamin II at low pH: basis of a procedure for quantitation of circulating TC II and R binders.,"Gilbert, H S, HS",1977,Jan,NA
12240,0022-0752,Journal of embryology and experimental morphology,J Embryol Exp Morphol,Properties and development of erythropoietic stem cells in the chick embryo.,"Samarut, J, J; Nigon, V, V",1976,Oct,NA
12241,0022-0949,The Journal of experimental biology,J Exp Biol,Temperature acclimation and oxygen-binding properties of blood and multiple haemoglobins of rainbow trout.,"Weber, R E, RE; Wood, S C, SC; Lomholt, J P, JP",1976,Oct,NA
12242,0022-0949,The Journal of experimental biology,J Exp Biol,An electrophysiological study of mechanisms controlling polyp retraction in colonies of the scleractinian coral Goniopora lobata.,"Anderson, P A, PA",1976,Oct,NA
12243,0022-0949,The Journal of experimental biology,J Exp Biol,Possible involvement of monoamines in the release of adipokinetic hormone in the locust Schistocerca gregaria.,"Samaranayaka, M, M",1976,Oct,NA
12244,0022-0949,The Journal of experimental biology,J Exp Biol,Oxygen dissociation curves of the blood of larval and adult lampreys (Lampetra fluviatilis).,"Bird, D J, DJ; Lutz, P L, PL; Potter, I C, IC",1976,Oct,NA
12245,0022-1007,The Journal of experimental medicine,J Exp Med,"Specific transplantation tolerance induced by autoimmunization against the individual's own, naturally occurring idiotypic, antigen-binding receptors.","Binz, H, H; Wigzell, H, H",1976,Dec,01
12246,0022-104X,The Journal of experimental zoology,J Exp Zool,Respiratory behaviour of sea-urchin spermatozoa. I. Effect of pH and egg water on the respiratory rate.,"Ohtake, H, H",1976,Dec,NA
12247,0022-104X,The Journal of experimental zoology,J Exp Zool,Respiratory behaviour of sea-urchin spermatozoa. II. Sperm-activating substance obtained from jelly coat of sea-urchin eggs.,"Ohtake, H, H",1976,Dec,NA
12248,0022-3042,Journal of neurochemistry,J Neurochem,"2',3'-Cyclic NADP as a substrate for 2',3'-cyclic nucleotide 3'-phosphohydrolase.","Sogin, D C, DC",1976,Dec,NA
12249,0022-3042,Journal of neurochemistry,J Neurochem,"Steroid sulfatase in brain: comparison of sulfohydrolase activities for various steroid sulfates in normal and pathological brains, including the various forms of metachromatic leukodystrophy.","Iwamori, M, M; Moser, H W, HW; Kishimoto, Y, Y",1976,Dec,NA
12250,0022-3042,Journal of neurochemistry,J Neurochem,The toxic effect of sodium glutamate on rat retina: changes in putative transmitters and their corresponding enzymes.,"Karlsen, R L, RL; Fonnum, F, F",1976,Dec,NA
12251,0022-3042,Journal of neurochemistry,J Neurochem,Properties of rat brain histidine decarboxylase.,"Palacios, J M, JM; Mengod, G, G; Picatoste, F, F; Grau, M, M; Blanco, I, I",1976,Dec,NA
12252,0022-3042,Journal of neurochemistry,J Neurochem,Formation of gamma-glutamylhistamine from histamine in rat brain.,"Konishi, H, H; Kakimoto, Y, Y",1976,Dec,NA
12253,0022-3476,The Journal of pediatrics,J Pediatr,Present status of measles and rubella immunization in the United States: a medical progress report.,"Krugman, S, S",1977,Jan,NA
12254,0022-3476,The Journal of pediatrics,J Pediatr,Deficiency of NADPH oxidase activity in chronic granulomatous disease.,"McPhail, L C, LC; DeChatelet, L R, LR; Shirley, P S, PS; Wilfert, C, C; Johnston, R B, RB; McCall, C E, CE",1977,Feb,NA
12255,0022-3395,The Journal of parasitology,J Parasitol,Development of the Timor filaria in Aedes togoi: preliminary observations.,"Partono, F, F; Dennis, D T, DT; Atmosoedjono, S, S",1976,Dec,NA
12256,0022-3468,Journal of pediatric surgery,J Pediatr Surg,Acetylcholine synthesis in sympathetic human neuroblastoma.,"Imashuku, S, S; Inui, A, A; Kusunoki, T, T; Okabe, H, H; Yonezawa, T, T",1976,Dec,NA
12257,0022-3484,Journal of periodontal research,J Periodontal Res,Leukocyte migration inhibition by bacterial antigens in patients with periodontal disease.,"Budtz-Jörgensen, E, E; Kelstrup, J, J; Funder-Nielsen, T D, TD; Knudsen, A M, AM",1977,Jan,NA
12258,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Some biological and pharmacological properties of inflammatory exudates.,"Doherty, N S, NS; Robinson, B V, BV",1976,Dec,NA
12259,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The role of copper in preventing gastrointestinal damage by acidic anti-inflammatory drugs.,"Boyle, E, E; Freeman, P C, PC; Goudie, A C, AC; Mangan, F R, FR; Thomson, M, M",1976,Dec,NA
12260,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Methods for study of fluphenazine kinetics in man.,"Whelpton, R, R; Curry, S H, SH",1976,Dec,NA
12261,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Potentiation of dopaminergic transmission by phosphodiesterase inhibitors and cyclic nucleotides.,"Pentreath, V W, VW; Berry, M S, MS",1976,Dec,NA
12262,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,A simple technique for the frequent intravenous infusion of fluid without heparin into the rabbit.,"Bowyer, D E, DE; Reidy, M A, MA",1976,Dec,NA
12263,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,"Anabolic and androgenic activities, in rat, of some nandrolone and androstanolone esters.","Chaudry, M A, MA; James, K C, KC; Ng, C T, CT; Nicholls, P J, PJ",1976,Dec,NA
12264,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The adhesion of film coatings to tablet surfaces--instrumentation and preliminary evaluation.,"Fisher, D G, DG; Rowe, R C, RC",1976,Dec,NA
12265,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Size analysis of metered suspension pressurized aerosols with the Quantimet 720.,"Hallworth, G W, GW; Hamilton, R R, RR",1976,Dec,NA
12266,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Size analysis of suspension inhalation aerosols by inertial separation methods.,"Hallworth, G W, GW; Andrews, U G, UG",1976,Dec,NA
12267,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,An investigation into the deposition of inhalation aerosol particles as a function of air flow rate in a modified 'Kirk Lung'.,"Davies, P J, PJ; Hanlon, G W, GW; Molyneux, A J, AJ",1976,Dec,NA
12268,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The in vitro dissolution of phenobarbitone sodium from ethyl cellulose microcapsules.,"Jalsenjak, I, I; Nicolaidou, C F, CF; Nixon, J R, JR",1976,Dec,NA
12269,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The granulation of binary mixtures: the effects of the properties of the component powders on granules.,"Opakunle, W O, WO; Spring, M S, MS",1976,Dec,NA
12270,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,"6,8-Di-t-butyl-4-oxo-4H-1-benzopyran-2-carboxylic acid: a chromone derivative with anti-allergic, anti-inflammatory and uricosuric activity.","Augstein, J, J; Cairns, H, H; Chambers, A, A; Burns, J W, JW; Radziwonik, H, H",1976,Dec,NA
12271,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The effect of indomethacin on carrageenan pleurisy in inbred strains of rats.,"Perlík, F, F; Jiricka, Z, Z; Masek, K, K",1976,Dec,NA
12272,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,On the relation between hypodipsia and anorexia induced by (+)-amphetamine in the mouse.,"Dobrzanski, S, S; Doggett, N S, NS",1976,Dec,NA
12273,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Effect of trazodone on brain dopamine metabolism.,"Stefanini, E, E; Fadda, F, F; Porceddu, M L, ML; Gessa, G L, GL",1976,Dec,NA
12274,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Gas chromatographic-mass spectrometric identification and determination of residual by-products in clofibrate preparations.,"Johansson, E, E; Ryhage, R, R",1976,Dec,NA
12275,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,"Free energies of solution in water, of some androstanolone, nandrolone and testosterone esters.","James, K C, KC",1976,Dec,NA
12276,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,An analysis of the applications of dissolution efficiency.,"Vaughan, D P, DP; Tucker, G T, GT",1976,Dec,NA
12277,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Effect of non-ionic surfactants on the dissolution and solubility of hydrocortisone.,"Hajratwala, B R, BR; Taylor, H, H",1976,Dec,NA
12278,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Role of ATP in the uptake of noradrenaline by membranes of adrenal chromaffin granules.,"Pletscher, A, A; Graf, M, M",1976,Dec,NA
12279,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,"Isolation of meconic acid from Papaver, section Macrantha (Oxytona).","Helliwell, K, K; Fairbairn, J W, JW",1976,Dec,NA
12280,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Inactivation of Bacillus subtilis spores by heating at 100 degrees with phenylmercuric nitrate or acetate.,"O'Connell, M P, MP; Deasy, P S, PS; Timoney, R F, RF",1976,Dec,NA
12281,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Contamination of plasma samples by plasticizers: another source.,"Rosseel, M T, MT; Bogaert, M G, MG",1976,Dec,NA
12282,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The crystallisation characteristics of salicysalicylic acid (SSA) in different media: their biopharmaceutical significance [proceedings].,"Stevens, L A, LA; Padfield, J M, JM",1976,Dec,NA
12283,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The action of bile salts and lysophosphatidylcholine on membranes [proceedings].,"Kellaway, I W, IW; Marriott, C, C",1976,Dec,NA
12284,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Comparison of resistance of soluble and immobilised trypsins against denaturation by simulated gastric fluid [proceedings].,"Wiseman, S H, SH; Gonda, I, I",1976,Dec,NA
12285,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,The acetylating enzymes of rat brain homogenates [proceedings].,"Bradshaw, D, D; Hemsworth, B A, BA",1976,Dec,NA
12286,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,A theoretical approach to structure-activity relationships. Some implications for the concept of optimal lipophilicity [proceedings].,"Dearden, J C, JC; Townend, M S, MS",1976,Dec,NA
12287,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Trimethylsilylethers of enthinylalcohols as latentiated drugs [proceeding].,"Millership, J S, JS; O'Hare, R E, RE",1976,Dec,NA
12288,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Quantitative structure-analgesic activity studies of some alkyl derivatives of paracetamol (4-hydroxyacetanilide [proceeding].,"Dearden, J C, JC; O'Hara, J H, JH",1976,Dec,NA
12289,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Some oxidation products of 2-substituted phenothiazines [proceeding].,"Beckett, A H, AH; Navas, G E, GE",1976,Dec,NA
12290,0022-3573,The Journal of pharmacy and pharmacology,J Pharm Pharmacol,Chemical oxidation and in vitro metabolism of 1-(4-chlorophenylazo) piperidine and its heteroalicyclic analogues [proceeding].,"Gescher, A, A; Stevens, M F, MF",1976,Dec,NA
